minTemp,maxTemp,material,rating,pressure
-29,38,ASTM A216 WCB,ASME 150,19.6
-29,50,ASTM A216 WCB,ASME 150,19.2
-29,100,ASTM A216 WCB,ASME 150,17.7
-29,150,ASTM A216 WCB,ASME 150,15.8
-29,200,ASTM A216 WCB,ASME 150,13.8
-29,250,ASTM A216 WCB,ASME 150,12.1
-29,300,ASTM A216 WCB,ASME 150,10.2
-29,325,ASTM A216 WCB,ASME 150,9.3
-29,350,ASTM A216 WCB,ASME 150,8.4
-29,375,ASTM A216 WCB,ASME 150,7.4
-29,400,ASTM A216 WCB,ASME 150,6.5
-29,425,ASTM A216 WCB,ASME 150,5.5
-29,450,ASTM A216 WCB,ASME 150,4.6
-29,475,ASTM A216 WCB,ASME 150,3.7
-29,500,ASTM A216 WCB,ASME 150,2.8
-29,538,ASTM A216 WCB,ASME 150,1.4
-29,38,ASTM A216 WCB,ASME 300,51.1
-29,50,ASTM A216 WCB,ASME 300,50.1
-29,100,ASTM A216 WCB,ASME 300,46.6
-29,150,ASTM A216 WCB,ASME 300,45.1
-29,200,ASTM A216 WCB,ASME 300,43.8
-29,250,ASTM A216 WCB,ASME 300,41.9
-29,300,ASTM A216 WCB,ASME 300,39.8
-29,325,ASTM A216 WCB,ASME 300,38.7
-29,350,ASTM A216 WCB,ASME 300,37.6
-29,375,ASTM A216 WCB,ASME 300,36.4
-29,400,ASTM A216 WCB,ASME 300,34.7
-29,425,ASTM A216 WCB,ASME 300,28.8
-29,450,ASTM A216 WCB,ASME 300,23
-29,475,ASTM A216 WCB,ASME 300,17.4
-29,500,ASTM A216 WCB,ASME 300,11.8
-29,538,ASTM A216 WCB,ASME 300,5.9
-29,38,ASTM A216 WCB,ASME 600,102.1
-29,50,ASTM A216 WCB,ASME 600,100.2
-29,100,ASTM A216 WCB,ASME 600,93.2
-29,150,ASTM A216 WCB,ASME 600,90.2
-29,200,ASTM A216 WCB,ASME 600,87.6
-29,250,ASTM A216 WCB,ASME 600,83.9
-29,300,ASTM A216 WCB,ASME 600,79.6
-29,325,ASTM A216 WCB,ASME 600,77.4
-29,350,ASTM A216 WCB,ASME 600,75.1
-29,375,ASTM A216 WCB,ASME 600,72.7
-29,400,ASTM A216 WCB,ASME 600,69.4
-29,425,ASTM A216 WCB,ASME 600,57.5
-29,450,ASTM A216 WCB,ASME 600,46
-29,475,ASTM A216 WCB,ASME 600,34.9
-29,500,ASTM A216 WCB,ASME 600,23.5
-29,538,ASTM A216 WCB,ASME 600,11.8
-29,38,ASTM A216 WCB,ASME 900,153.2
-29,50,ASTM A216 WCB,ASME 900,150.4
-29,100,ASTM A216 WCB,ASME 900,139.8
-29,150,ASTM A216 WCB,ASME 900,135.2
-29,200,ASTM A216 WCB,ASME 900,131.4
-29,250,ASTM A216 WCB,ASME 900,125.8
-29,300,ASTM A216 WCB,ASME 900,119.5
-29,325,ASTM A216 WCB,ASME 900,116.1
-29,350,ASTM A216 WCB,ASME 900,112.7
-29,375,ASTM A216 WCB,ASME 900,109.1
-29,400,ASTM A216 WCB,ASME 900,104.2
-29,425,ASTM A216 WCB,ASME 900,86.3
-29,450,ASTM A216 WCB,ASME 900,69
-29,475,ASTM A216 WCB,ASME 900,52.3
-29,500,ASTM A216 WCB,ASME 900,35.3
-29,538,ASTM A216 WCB,ASME 900,17.7
-29,38,ASTM A216 WCB,ASME 1500,255.3
-29,50,ASTM A216 WCB,ASME 1500,250.6
-29,100,ASTM A216 WCB,ASME 1500,233
-29,150,ASTM A216 WCB,ASME 1500,225.4
-29,200,ASTM A216 WCB,ASME 1500,219
-29,250,ASTM A216 WCB,ASME 1500,209.7
-29,300,ASTM A216 WCB,ASME 1500,199.1
-29,325,ASTM A216 WCB,ASME 1500,193.6
-29,350,ASTM A216 WCB,ASME 1500,187.8
-29,375,ASTM A216 WCB,ASME 1500,181.8
-29,400,ASTM A216 WCB,ASME 1500,173.6
-29,425,ASTM A216 WCB,ASME 1500,143.8
-29,450,ASTM A216 WCB,ASME 1500,115
-29,475,ASTM A216 WCB,ASME 1500,87.2
-29,500,ASTM A216 WCB,ASME 1500,58.8
-29,538,ASTM A216 WCB,ASME 1500,29.5
-29,38,ASTM A216 WCB,ASME 2500,425.5
-29,50,ASTM A216 WCB,ASME 2500,417.7
-29,100,ASTM A216 WCB,ASME 2500,388.3
-29,150,ASTM A216 WCB,ASME 2500,375.6
-29,200,ASTM A216 WCB,ASME 2500,365
-29,250,ASTM A216 WCB,ASME 2500,349.5
-29,300,ASTM A216 WCB,ASME 2500,331.8
-29,325,ASTM A216 WCB,ASME 2500,322.6
-29,350,ASTM A216 WCB,ASME 2500,313
-29,375,ASTM A216 WCB,ASME 2500,303.1
-29,400,ASTM A216 WCB,ASME 2500,289.3
-29,425,ASTM A216 WCB,ASME 2500,239.7
-29,450,ASTM A216 WCB,ASME 2500,191.7
-29,475,ASTM A216 WCB,ASME 2500,145.3
-29,500,ASTM A216 WCB,ASME 2500,97.9
-29,538,ASTM A216 WCB,ASME 2500,49.2
-29,38,ASTM A352 LCB,ASME 150,18.4
-29,50,ASTM A352 LCB,ASME 150,18.2
-29,100,ASTM A352 LCB,ASME 150,17.4
-29,150,ASTM A352 LCB,ASME 150,15.8
-29,200,ASTM A352 LCB,ASME 150,13.8
-29,250,ASTM A352 LCB,ASME 150,12.1
-29,300,ASTM A352 LCB,ASME 150,10.2
-29,325,ASTM A352 LCB,ASME 150,9.3
-29,350,ASTM A352 LCB,ASME 150,8.4
-29,375,ASTM A352 LCB,ASME 150,7.4
-29,400,ASTM A352 LCB,ASME 150,6.5
-29,425,ASTM A352 LCB,ASME 150,5.5
-29,450,ASTM A352 LCB,ASME 150,4.6
-29,475,ASTM A352 LCB,ASME 150,3.7
-29,500,ASTM A352 LCB,ASME 150,2.8
-29,538,ASTM A352 LCB,ASME 150,1.4
-29,38,ASTM A352 LCB,ASME 300,48
-29,50,ASTM A352 LCB,ASME 300,47.5
-29,100,ASTM A352 LCB,ASME 300,45.3
-29,150,ASTM A352 LCB,ASME 300,43.9
-29,200,ASTM A352 LCB,ASME 300,42.5
-29,250,ASTM A352 LCB,ASME 300,40.8
-29,300,ASTM A352 LCB,ASME 300,38.7
-29,325,ASTM A352 LCB,ASME 300,37.6
-29,350,ASTM A352 LCB,ASME 300,36.4
-29,375,ASTM A352 LCB,ASME 300,35
-29,400,ASTM A352 LCB,ASME 300,32.6
-29,425,ASTM A352 LCB,ASME 300,27.3
-29,450,ASTM A352 LCB,ASME 300,21.6
-29,475,ASTM A352 LCB,ASME 300,15.7
-29,500,ASTM A352 LCB,ASME 300,11.1
-29,538,ASTM A352 LCB,ASME 300,5.9
-29,38,ASTM A352 LCB,ASME 600,96
-29,50,ASTM A352 LCB,ASME 600,94.9
-29,100,ASTM A352 LCB,ASME 600,90.7
-29,150,ASTM A352 LCB,ASME 600,87.9
-29,200,ASTM A352 LCB,ASME 600,85.1
-29,250,ASTM A352 LCB,ASME 600,81.6
-29,300,ASTM A352 LCB,ASME 600,77.4
-29,325,ASTM A352 LCB,ASME 600,75.2
-29,350,ASTM A352 LCB,ASME 600,72.8
-29,375,ASTM A352 LCB,ASME 600,69.9
-29,400,ASTM A352 LCB,ASME 600,65.2
-29,425,ASTM A352 LCB,ASME 600,54.6
-29,450,ASTM A352 LCB,ASME 600,43.2
-29,475,ASTM A352 LCB,ASME 600,31.3
-29,500,ASTM A352 LCB,ASME 600,22.1
-29,538,ASTM A352 LCB,ASME 600,11.8
-29,38,ASTM A352 LCB,ASME 900,144.1
-29,50,ASTM A352 LCB,ASME 900,142.4
-29,100,ASTM A352 LCB,ASME 900,136
-29,150,ASTM A352 LCB,ASME 900,131.8
-29,200,ASTM A352 LCB,ASME 900,127.6
-29,250,ASTM A352 LCB,ASME 900,122.3
-29,300,ASTM A352 LCB,ASME 900,116.1
-29,325,ASTM A352 LCB,ASME 900,112.7
-29,350,ASTM A352 LCB,ASME 900,109.2
-29,375,ASTM A352 LCB,ASME 900,104.9
-29,400,ASTM A352 LCB,ASME 900,97.9
-29,425,ASTM A352 LCB,ASME 900,81.9
-29,450,ASTM A352 LCB,ASME 900,64.8
-29,475,ASTM A352 LCB,ASME 900,47
-29,500,ASTM A352 LCB,ASME 900,33.2
-29,538,ASTM A352 LCB,ASME 900,17.7
-29,38,ASTM A352 LCB,ASME 1500,240.1
-29,50,ASTM A352 LCB,ASME 1500,237.3
-29,100,ASTM A352 LCB,ASME 1500,226.7
-29,150,ASTM A352 LCB,ASME 1500,219.7
-29,200,ASTM A352 LCB,ASME 1500,212.7
-29,250,ASTM A352 LCB,ASME 1500,203.9
-29,300,ASTM A352 LCB,ASME 1500,193.4
-29,325,ASTM A352 LCB,ASME 1500,187.9
-29,350,ASTM A352 LCB,ASME 1500,182
-29,375,ASTM A352 LCB,ASME 1500,174.9
-29,400,ASTM A352 LCB,ASME 1500,163.1
-29,425,ASTM A352 LCB,ASME 1500,136.5
-29,450,ASTM A352 LCB,ASME 1500,107.9
-29,475,ASTM A352 LCB,ASME 1500,78.3
-29,500,ASTM A352 LCB,ASME 1500,55.4
-29,538,ASTM A352 LCB,ASME 1500,29.5
-29,38,ASTM A352 LCB,ASME 2500,400.1
-29,50,ASTM A352 LCB,ASME 2500,395.6
-29,100,ASTM A352 LCB,ASME 2500,377.8
-29,150,ASTM A352 LCB,ASME 2500,366.1
-29,200,ASTM A352 LCB,ASME 2500,354.4
-29,250,ASTM A352 LCB,ASME 2500,339.8
-29,300,ASTM A352 LCB,ASME 2500,322.4
-29,325,ASTM A352 LCB,ASME 2500,313.1
-29,350,ASTM A352 LCB,ASME 2500,303.3
-29,375,ASTM A352 LCB,ASME 2500,291.4
-29,400,ASTM A352 LCB,ASME 2500,271.9
-29,425,ASTM A352 LCB,ASME 2500,227.5
-29,450,ASTM A352 LCB,ASME 2500,179.9
-29,475,ASTM A352 LCB,ASME 2500,130.6
-29,500,ASTM A352 LCB,ASME 2500,92.3
-29,538,ASTM A352 LCB,ASME 2500,49.2
-29,38,ASTM A216  WCC,ASME 150,19.8
-29,50,ASTM A216  WCC,ASME 150,19.5
-29,100,ASTM A216  WCC,ASME 150,17.7
-29,150,ASTM A216  WCC,ASME 150,15.8
-29,200,ASTM A216  WCC,ASME 150,13.8
-29,250,ASTM A216  WCC,ASME 150,12.1
-29,300,ASTM A216  WCC,ASME 150,10.2
-29,325,ASTM A216  WCC,ASME 150,9.3
-29,350,ASTM A216  WCC,ASME 150,8.4
-29,375,ASTM A216  WCC,ASME 150,7.4
-29,400,ASTM A216  WCC,ASME 150,6.5
-29,425,ASTM A216  WCC,ASME 150,5.5
-29,450,ASTM A216  WCC,ASME 150,4.6
-29,475,ASTM A216  WCC,ASME 150,3.7
-29,500,ASTM A216  WCC,ASME 150,2.8
-29,538,ASTM A216  WCC,ASME 150,1.4
-29,38,ASTM A216  WCC,ASME 300,51.7
-29,50,ASTM A216  WCC,ASME 300,51.7
-29,100,ASTM A216  WCC,ASME 300,51.5
-29,150,ASTM A216  WCC,ASME 300,50.2
-29,200,ASTM A216  WCC,ASME 300,48.6
-29,250,ASTM A216  WCC,ASME 300,46.3
-29,300,ASTM A216  WCC,ASME 300,42.9
-29,325,ASTM A216  WCC,ASME 300,41.4
-29,350,ASTM A216  WCC,ASME 300,40
-29,375,ASTM A216  WCC,ASME 300,37.8
-29,400,ASTM A216  WCC,ASME 300,34.7
-29,425,ASTM A216  WCC,ASME 300,28.8
-29,450,ASTM A216  WCC,ASME 300,23
-29,475,ASTM A216  WCC,ASME 300,17.1
-29,500,ASTM A216  WCC,ASME 300,11.6
-29,538,ASTM A216  WCC,ASME 300,5.9
-29,38,ASTM A216  WCC,ASME 600,103.4
-29,50,ASTM A216  WCC,ASME 600,103.4
-29,100,ASTM A216  WCC,ASME 600,103
-29,150,ASTM A216  WCC,ASME 600,100.3
-29,200,ASTM A216  WCC,ASME 600,97.2
-29,250,ASTM A216  WCC,ASME 600,92.7
-29,300,ASTM A216  WCC,ASME 600,85.7
-29,325,ASTM A216  WCC,ASME 600,82.6
-29,350,ASTM A216  WCC,ASME 600,80
-29,375,ASTM A216  WCC,ASME 600,75.7
-29,400,ASTM A216  WCC,ASME 600,69.4
-29,425,ASTM A216  WCC,ASME 600,57.5
-29,450,ASTM A216  WCC,ASME 600,46
-29,475,ASTM A216  WCC,ASME 600,34.2
-29,500,ASTM A216  WCC,ASME 600,23.2
-29,538,ASTM A216  WCC,ASME 600,11.8
-29,38,ASTM A216  WCC,ASME 900,155.1
-29,50,ASTM A216  WCC,ASME 900,155.1
-29,100,ASTM A216  WCC,ASME 900,154.6
-29,150,ASTM A216  WCC,ASME 900,150.5
-29,200,ASTM A216  WCC,ASME 900,145.8
-29,250,ASTM A216  WCC,ASME 900,139
-29,300,ASTM A216  WCC,ASME 900,128.6
-29,325,ASTM A216  WCC,ASME 900,124
-29,350,ASTM A216  WCC,ASME 900,120.1
-29,375,ASTM A216  WCC,ASME 900,113.5
-29,400,ASTM A216  WCC,ASME 900,104.2
-29,425,ASTM A216  WCC,ASME 900,86.3
-29,450,ASTM A216  WCC,ASME 900,69
-29,475,ASTM A216  WCC,ASME 900,51.3
-29,500,ASTM A216  WCC,ASME 900,34.7
-29,538,ASTM A216  WCC,ASME 900,17.7
-29,38,ASTM A216  WCC,ASME 1500,258.6
-29,50,ASTM A216  WCC,ASME 1500,258.6
-29,100,ASTM A216  WCC,ASME 1500,257.6
-29,150,ASTM A216  WCC,ASME 1500,250.8
-29,200,ASTM A216  WCC,ASME 1500,243.2
-29,250,ASTM A216  WCC,ASME 1500,231.8
-29,300,ASTM A216  WCC,ASME 1500,214.4
-29,325,ASTM A216  WCC,ASME 1500,206.6
-29,350,ASTM A216  WCC,ASME 1500,200.1
-29,375,ASTM A216  WCC,ASME 1500,189.2
-29,400,ASTM A216  WCC,ASME 1500,173.6
-29,425,ASTM A216  WCC,ASME 1500,143.8
-29,450,ASTM A216  WCC,ASME 1500,115
-29,475,ASTM A216  WCC,ASME 1500,85.4
-29,500,ASTM A216  WCC,ASME 1500,57.9
-29,538,ASTM A216  WCC,ASME 1500,29.5
-29,38,ASTM A216  WCC,ASME 2500,430.9
-29,50,ASTM A216  WCC,ASME 2500,430.9
-29,100,ASTM A216  WCC,ASME 2500,429.4
-29,150,ASTM A216  WCC,ASME 2500,418.1
-29,200,ASTM A216  WCC,ASME 2500,405.4
-29,250,ASTM A216  WCC,ASME 2500,386.2
-29,300,ASTM A216  WCC,ASME 2500,357.1
-29,325,ASTM A216  WCC,ASME 2500,344.3
-29,350,ASTM A216  WCC,ASME 2500,333.5
-29,375,ASTM A216  WCC,ASME 2500,315.3
-29,400,ASTM A216  WCC,ASME 2500,289.3
-29,425,ASTM A216  WCC,ASME 2500,239.7
-29,450,ASTM A216  WCC,ASME 2500,191.7
-29,475,ASTM A216  WCC,ASME 2500,142.4
-29,500,ASTM A216  WCC,ASME 2500,96.5
-29,538,ASTM A216  WCC,ASME 2500,49.2
-29,38,ASTM A216  LCC,ASME 150,19.8
-29,50,ASTM A216  LCC,ASME 150,19.5
-29,100,ASTM A216  LCC,ASME 150,17.7
-29,150,ASTM A216  LCC,ASME 150,15.8
-29,200,ASTM A216  LCC,ASME 150,13.8
-29,250,ASTM A216  LCC,ASME 150,12.1
-29,300,ASTM A216  LCC,ASME 150,10.2
-29,325,ASTM A216  LCC,ASME 150,9.3
-29,350,ASTM A216  LCC,ASME 150,8.4
-29,375,ASTM A216  LCC,ASME 150,7.4
-29,400,ASTM A216  LCC,ASME 150,6.5
-29,425,ASTM A216  LCC,ASME 150,5.5
-29,450,ASTM A216  LCC,ASME 150,4.6
-29,475,ASTM A216  LCC,ASME 150,3.7
-29,500,ASTM A216  LCC,ASME 150,2.8
-29,538,ASTM A216  LCC,ASME 150,1.4
-29,38,ASTM A216  LCC,ASME 300,51.7
-29,50,ASTM A216  LCC,ASME 300,51.7
-29,100,ASTM A216  LCC,ASME 300,51.5
-29,150,ASTM A216  LCC,ASME 300,50.2
-29,200,ASTM A216  LCC,ASME 300,48.6
-29,250,ASTM A216  LCC,ASME 300,46.3
-29,300,ASTM A216  LCC,ASME 300,42.9
-29,325,ASTM A216  LCC,ASME 300,41.4
-29,350,ASTM A216  LCC,ASME 300,40
-29,375,ASTM A216  LCC,ASME 300,37.8
-29,400,ASTM A216  LCC,ASME 300,34.7
-29,425,ASTM A216  LCC,ASME 300,28.8
-29,450,ASTM A216  LCC,ASME 300,23
-29,475,ASTM A216  LCC,ASME 300,17.1
-29,500,ASTM A216  LCC,ASME 300,11.6
-29,538,ASTM A216  LCC,ASME 300,5.9
-29,38,ASTM A216  LCC,ASME 600,103.4
-29,50,ASTM A216  LCC,ASME 600,103.4
-29,100,ASTM A216  LCC,ASME 600,103
-29,150,ASTM A216  LCC,ASME 600,100.3
-29,200,ASTM A216  LCC,ASME 600,97.2
-29,250,ASTM A216  LCC,ASME 600,92.7
-29,300,ASTM A216  LCC,ASME 600,85.7
-29,325,ASTM A216  LCC,ASME 600,82.6
-29,350,ASTM A216  LCC,ASME 600,80
-29,375,ASTM A216  LCC,ASME 600,75.7
-29,400,ASTM A216  LCC,ASME 600,69.4
-29,425,ASTM A216  LCC,ASME 600,57.5
-29,450,ASTM A216  LCC,ASME 600,46
-29,475,ASTM A216  LCC,ASME 600,34.2
-29,500,ASTM A216  LCC,ASME 600,23.2
-29,538,ASTM A216  LCC,ASME 600,11.8
-29,38,ASTM A216  LCC,ASME 900,155.1
-29,50,ASTM A216  LCC,ASME 900,155.1
-29,100,ASTM A216  LCC,ASME 900,154.6
-29,150,ASTM A216  LCC,ASME 900,150.5
-29,200,ASTM A216  LCC,ASME 900,145.8
-29,250,ASTM A216  LCC,ASME 900,139
-29,300,ASTM A216  LCC,ASME 900,128.6
-29,325,ASTM A216  LCC,ASME 900,124
-29,350,ASTM A216  LCC,ASME 900,120.1
-29,375,ASTM A216  LCC,ASME 900,113.5
-29,400,ASTM A216  LCC,ASME 900,104.2
-29,425,ASTM A216  LCC,ASME 900,86.3
-29,450,ASTM A216  LCC,ASME 900,69
-29,475,ASTM A216  LCC,ASME 900,51.3
-29,500,ASTM A216  LCC,ASME 900,34.7
-29,538,ASTM A216  LCC,ASME 900,17.7
-29,38,ASTM A216  LCC,ASME 1500,258.6
-29,50,ASTM A216  LCC,ASME 1500,258.6
-29,100,ASTM A216  LCC,ASME 1500,257.6
-29,150,ASTM A216  LCC,ASME 1500,250.8
-29,200,ASTM A216  LCC,ASME 1500,243.2
-29,250,ASTM A216  LCC,ASME 1500,231.8
-29,300,ASTM A216  LCC,ASME 1500,214.4
-29,325,ASTM A216  LCC,ASME 1500,206.6
-29,350,ASTM A216  LCC,ASME 1500,200.1
-29,375,ASTM A216  LCC,ASME 1500,189.2
-29,400,ASTM A216  LCC,ASME 1500,173.6
-29,425,ASTM A216  LCC,ASME 1500,143.8
-29,450,ASTM A216  LCC,ASME 1500,115
-29,475,ASTM A216  LCC,ASME 1500,85.4
-29,500,ASTM A216  LCC,ASME 1500,57.9
-29,538,ASTM A216  LCC,ASME 1500,29.5
-29,38,ASTM A216  LCC,ASME 2500,430.9
-29,50,ASTM A216  LCC,ASME 2500,430.9
-29,100,ASTM A216  LCC,ASME 2500,429.4
-29,150,ASTM A216  LCC,ASME 2500,418.1
-29,200,ASTM A216  LCC,ASME 2500,405.4
-29,250,ASTM A216  LCC,ASME 2500,386.2
-29,300,ASTM A216  LCC,ASME 2500,357.1
-29,325,ASTM A216  LCC,ASME 2500,344.3
-29,350,ASTM A216  LCC,ASME 2500,333.5
-29,375,ASTM A216  LCC,ASME 2500,315.3
-29,400,ASTM A216  LCC,ASME 2500,289.3
-29,425,ASTM A216  LCC,ASME 2500,239.7
-29,450,ASTM A216  LCC,ASME 2500,191.7
-29,475,ASTM A216  LCC,ASME 2500,142.4
-29,500,ASTM A216  LCC,ASME 2500,96.5
-29,538,ASTM A216  LCC,ASME 2500,49.2
-29,38,ASTM A351  CF3M,ASME 150,19
-29,50,ASTM A351  CF3M,ASME 150,18.4
-29,100,ASTM A351  CF3M,ASME 150,16.2
-29,150,ASTM A351  CF3M,ASME 150,14.8
-29,200,ASTM A351  CF3M,ASME 150,13.7
-29,250,ASTM A351  CF3M,ASME 150,12.1
-29,300,ASTM A351  CF3M,ASME 150,10.2
-29,325,ASTM A351  CF3M,ASME 150,9.3
-29,350,ASTM A351  CF3M,ASME 150,8.4
-29,375,ASTM A351  CF3M,ASME 150,7.4
-29,400,ASTM A351  CF3M,ASME 150,6.5
-29,425,ASTM A351  CF3M,ASME 150,5.5
-29,450,ASTM A351  CF3M,ASME 150,4.6
-29,475,ASTM A351  CF3M,ASME 150,3.7
-29,500,ASTM A351  CF3M,ASME 150,2.8
-29,538,ASTM A351  CF3M,ASME 150,1.4
-29,550,ASTM A351  CF3M,ASME 150,1.4
-29,575,ASTM A351  CF3M,ASME 150,1.4
-29,600,ASTM A351  CF3M,ASME 150,1.4
-29,625,ASTM A351  CF3M,ASME 150,1.4
-29,650,ASTM A351  CF3M,ASME 150,1.4
-29,675,ASTM A351  CF3M,ASME 150,1.4
-29,700,ASTM A351  CF3M,ASME 150,1.4
-29,725,ASTM A351  CF3M,ASME 150,1.4
-29,750,ASTM A351  CF3M,ASME 150,1.4
-29,775,ASTM A351  CF3M,ASME 150,1.4
-29,800,ASTM A351  CF3M,ASME 150,1.2
-29,816,ASTM A351  CF3M,ASME 150,1
-29,38,ASTM A351  CF3M,ASME 300,49.6
-29,50,ASTM A351  CF3M,ASME 300,48.1
-29,100,ASTM A351  CF3M,ASME 300,42.2
-29,150,ASTM A351  CF3M,ASME 300,38.5
-29,200,ASTM A351  CF3M,ASME 300,35.7
-29,250,ASTM A351  CF3M,ASME 300,33.4
-29,300,ASTM A351  CF3M,ASME 300,31.6
-29,325,ASTM A351  CF3M,ASME 300,30.9
-29,350,ASTM A351  CF3M,ASME 300,30.3
-29,375,ASTM A351  CF3M,ASME 300,29.9
-29,400,ASTM A351  CF3M,ASME 300,29.4
-29,425,ASTM A351  CF3M,ASME 300,29.1
-29,450,ASTM A351  CF3M,ASME 300,28.8
-29,475,ASTM A351  CF3M,ASME 300,28.7
-29,500,ASTM A351  CF3M,ASME 300,28.2
-29,538,ASTM A351  CF3M,ASME 300,25.2
-29,550,ASTM A351  CF3M,ASME 300,25
-29,575,ASTM A351  CF3M,ASME 300,24
-29,600,ASTM A351  CF3M,ASME 300,19.9
-29,625,ASTM A351  CF3M,ASME 300,15.8
-29,650,ASTM A351  CF3M,ASME 300,12.7
-29,675,ASTM A351  CF3M,ASME 300,10.3
-29,700,ASTM A351  CF3M,ASME 300,8.4
-29,725,ASTM A351  CF3M,ASME 300,7
-29,750,ASTM A351  CF3M,ASME 300,5.9
-29,775,ASTM A351  CF3M,ASME 300,4.6
-29,800,ASTM A351  CF3M,ASME 300,3.5
-29,816,ASTM A351  CF3M,ASME 300,2.8
-29,38,ASTM A351  CF3M,ASME 600,99.3
-29,50,ASTM A351  CF3M,ASME 600,96.2
-29,100,ASTM A351  CF3M,ASME 600,84.4
-29,150,ASTM A351  CF3M,ASME 600,77
-29,200,ASTM A351  CF3M,ASME 600,71.3
-29,250,ASTM A351  CF3M,ASME 600,66.8
-29,300,ASTM A351  CF3M,ASME 600,63.2
-29,325,ASTM A351  CF3M,ASME 600,61.8
-29,350,ASTM A351  CF3M,ASME 600,60.7
-29,375,ASTM A351  CF3M,ASME 600,59.8
-29,400,ASTM A351  CF3M,ASME 600,58.9
-29,425,ASTM A351  CF3M,ASME 600,58.3
-29,450,ASTM A351  CF3M,ASME 600,57.7
-29,475,ASTM A351  CF3M,ASME 600,57.3
-29,500,ASTM A351  CF3M,ASME 600,56.5
-29,538,ASTM A351  CF3M,ASME 600,50
-29,550,ASTM A351  CF3M,ASME 600,49.8
-29,575,ASTM A351  CF3M,ASME 600,47.9
-29,600,ASTM A351  CF3M,ASME 600,39.8
-29,625,ASTM A351  CF3M,ASME 600,31.6
-29,650,ASTM A351  CF3M,ASME 600,25.3
-29,675,ASTM A351  CF3M,ASME 600,20.6
-29,700,ASTM A351  CF3M,ASME 600,16.8
-29,725,ASTM A351  CF3M,ASME 600,14
